10,-1.33378e-08,0,-0.0627834,-6.4021e-06,0,00,00,0.0,0.0
10,-1.33378e-08,0,-0.0627834,-6.4021e-06,0,00,00,0.0,0.0
10,-1.33378e-08,0,-0.0627834,-6.4021e-06,0,00,00,0.0,0.0
9.99826,-6.79559e-07,5.87392e-07,-0.441511,-5.86722e-05,-1.87663e-08,-115.6820,-115.680,0.0,0.0
9.99088,-1.67318e-06,1.24066e-06,-0.924895,-0.000156728,-6.33943e-05,-171.3060,-171.3060,0.0,0.0
9.98125,-4.20344e-06,2.13289e-06,-0.966531,-0.000391505,-0.000610692,-201.9150,-201.9160,0.0,0.0
9.97207,-1.18006e-05,-3.89828e-07,-0.840933,-0.00128847,-0.00225045,-178.130,-178.1410,0.0,0.0
9.96463,-3.30655e-05,-1.89671e-05,-0.640914,-0.00336822,-0.0053831,-136.110,-136.1180,0.0,0.0
9.95918,-7.90149e-05,-7.27793e-05,-0.446967,-0.006964,-0.00996967,-88.55040,-88.52770,0.0,0.0
9.95557,-0.000161597,-0.000180407,-0.275131,-0.0122748,-0.0154718,-46.81750,-46.68420,0.0,0.0
9.95351,-0.000291302,-0.000359352,-0.142475,-0.0191376,-0.0209769,-14.31450,-13.95620,0.0,0.0
9.95253,-0.000473077,-0.000623075,-0.0593942,-0.026928,-0.0254855,7.503760,8.261230,0.0,0.0
9.95215,-0.000702801,-0.000973664,-0.0216047,-0.0346656,-0.0283261,18.96910,20.33930,0.0,0.0
9.952,-0.000966568,-0.0013966,-0.0132051,-0.0413313,-0.0296137,21.95650,24.19580,0.0,0.0
9.95185,-0.00124392,-0.00186398,-0.0172965,-0.0462612,-0.0301399,20.53770,23.90020,0.0,0.0
9.95164,-0.00151485,-0.00234433,-0.0237847,-0.0495115,-0.0301076,18.32170,23.04490,0.0,0.0
9.95138,-0.00176271,-0.00281288,-0.0279038,-0.0511933,-0.0295644,16.85590,23.11260,0.0,0.0
9.9511,-0.00197553,-0.00324543,-0.0262174,-0.0515621,-0.0285629,16.59070,24.50360,0.0,0.0
9.95087,-0.00214641,-0.00361577,-0.0190501,-0.0508898,-0.0271719,17.15120,26.75240,0.0,0.0
9.95059,-0.00227396,-0.00390249,-0.0559136,-0.0495161,-0.0254797,11.40940,22.660,0.0,0.0
9.94978,-0.00236199,-0.00409517,-0.0978043,-0.0478275,-0.0235773,-11.06790,1.737160,0.0,0.0
9.9486,-0.00241806,-0.00419334,-0.133903,-0.0460221,-0.0215391,-12.33820,1.809210,0.0,0.0
9.95537,-0.00244578,-0.00420933,2.79662,-0.0439866,-0.0194218,416.0560,430.6470,0.0,0.0
9.99817,-0.00244667,-0.00421264,5.11888,-0.0401453,-0.0172481,1882.870,1887.350,0.0,0.0
10.0579,-0.00240724,-0.00421944,6.71078,-0.036377,-0.0148384,1578.630,1581.140,0.0,0.0
10.1291,-0.0023211,-0.00422143,7.48811,-0.0320245,-0.0118159,1954.530,1950.850,0.0,0.0
10.2072,-0.00218967,-0.00417793,8.07779,-0.0276299,-0.00857832,1987.840,1985.940,0.0,0.0
10.2899,-0.00201957,-0.00406352,8.42598,-0.0235646,-0.00527402,2047.530,2044.360,0.0,0.0
10.3729,-0.00183175,-0.00384015,7.54959,-0.0212663,-0.00186679,1977.050,1976.70,0.0,0.0
10.434,-0.00165882,-0.00344908,4.55271,-0.0206876,0.00137684,613.0460,623.8660,0.0,0.0
10.4562,-0.00151964,-0.00291238,0.0267712,-0.0186506,0.0039659,133.3570,142.1150,0.366718,0.366718
10.4499,-0.00141604,-0.00231476,0.163473,-0.0164685,0.00581141,-593.7970,-580.0250,0.0,0.0
10.4578,-0.00135276,-0.001695,1.68365,-0.0133304,0.0071423,889.080,898.3940,0.0,0.0
10.4893,-0.00132446,-0.00110369,4.14612,-0.0095281,0.00816448,1655.140,1666.20,0.0,0.0
10.5416,-0.00130976,-0.000573527,6.04787,-0.00445494,0.0090266,1739.930,1744.240,0.0,0.0
10.6062,-0.00129303,-0.000106971,6.67329,0.00100682,0.00979335,2058.030,2065.280,0.0,0.0
10.6753,-0.00127068,0.000309817,7.01499,0.00602439,0.0104628,1880.10,1883.10,0.0,0.0
10.746,-0.0012398,0.000686328,7.11568,0.0110477,0.0110028,1674.890,1679.940,0.0,0.0
10.8165,-0.00119637,0.00101311,7.02972,0.0158918,0.0114072,1540.770,1542.990,0.0,0.0
10.8855,-0.00113872,0.00129051,6.81927,0.0203983,0.0117033,1535.780,1537.460,0.0,0.0
10.9533,-0.00106702,0.00150597,6.88666,0.024038,0.0119076,1383.960,1384.750,0.0,0.0
11.022,-0.00098451,0.00166894,6.98513,0.0268552,0.0120689,1596.250,1594.730,0.0,0.0
11.0926,-0.000895907,0.00177688,7.13359,0.0287836,0.0121954,1892.650,1892.820,0.0,0.0
11.1653,-0.000805153,0.00184522,7.33935,0.0298101,0.0123176,2072.860,2070.160,0.0,0.0
11.2403,-0.000715268,0.00187975,7.59098,0.0301533,0.0124254,2064.260,2065.460,0.0,0.0
11.3175,-0.00062754,0.0018942,7.8459,0.0300754,0.0125281,1969.790,1968.260,0.0,0.0
11.3969,-0.000542861,0.00189762,8.06655,0.0299081,0.0126122,1916.380,1919.410,0.0,0.0
11.4783,-0.000460728,0.00189583,8.24382,0.0298188,0.0126726,1969.790,1970.740,0.0,0.0
11.5614,-0.000380632,0.00189574,8.39035,0.0298976,0.0127036,2084.530,2088.730,0.0,0.0
11.6458,-0.000301169,0.00189459,8.45965,0.0302033,0.0126976,2241.730,2245.070,0.0,0.0
11.7309,-0.00022101,0.00189497,8.51938,0.0304492,0.0126604,2250.660,2254.450,0.0,0.0
11.8164,-0.000139418,0.00189077,8.56944,0.0306502,0.0125903,2158.420,2163.150,0.0,0.0
11.9022,-5.65825e-05,0.00188504,8.60705,0.0307408,0.012499,2084.370,2086.970,0.0,0.0
11.9883,2.65554e-05,0.00187326,8.63258,0.0307299,0.0123829,2081.630,2086.790,0.0,0.0
12.0746,0.000108588,0.00185789,8.65372,0.0305218,0.0122534,2141.720,2143.390,0.0,0.0
12.1613,0.000187597,0.00183804,8.68105,0.0301052,0.012106,2203.670,2208.50,0.0,0.0
12.2483,0.000261952,0.00181427,8.72137,0.0294094,0.0119463,2233.220,2234.860,0.0,0.0
12.3358,0.000329631,0.00178917,8.77455,0.0284992,0.0117739,2225.940,2229.970,0.0,0.0
12.4237,0.000389415,0.00176118,8.78759,0.0275192,0.0115869,2279.320,2281.850,0.0,0.0
12.5117,0.000440499,0.00173354,8.80511,0.0263945,0.0113898,2237.190,2240.10,0.0,0.0
12.5998,0.000482686,0.00170294,8.82174,0.0252189,0.0111798,2183.850,2187.550,0.0,0.0
12.688,0.000515716,0.00167327,8.8372,0.0240463,0.0109639,2170.620,2172.530,0.0,0.0
12.7764,0.000539764,0.00164186,8.8546,0.022945,0.0107381,2198.440,2202.950,0.0,0.0
12.8651,0.000555344,0.00161074,8.87946,0.0218806,0.0105097,2243.030,2244.420,0.0,0.0
12.9541,0.000562984,0.00157877,8.91566,0.0208822,0.0102758,2269.020,2273.480,0.0,0.0
13.0433,0.00056367,0.00154534,8.92655,0.0199862,0.010041,2332.430,2333.930,0.0,0.0
13.1328,0.000558415,0.00151066,8.94591,0.0191024,0.00980811,2289.960,2293.370,0.0,0.0
13.2223,0.000548453,0.00147224,8.96735,0.0182439,0.00957828,2229.120,2231.190,0.0,0.0
13.312,0.000534357,0.00143298,8.98818,0.0174465,0.00935664,2206.10,2208.010,0.0,0.0
13.4019,0.000516891,0.0013906,9.00967,0.0167206,0.00914149,2231.690,2234.490,0.0,0.0
13.4921,0.000496523,0.00134846,9.03629,0.016026,0.00893704,2277.410,2278.080,0.0,0.0
13.5827,0.000473735,0.00130526,9.07153,0.0153703,0.00873849,2307.080,2310.340,0.0,0.0
13.6736,0.000448994,0.00126302,9.11574,0.0147132,0.00854923,2315.770,2315.990,0.0,0.0
13.7649,0.000422481,0.00122211,9.13876,0.0141634,0.00836627,2360.640,2363.710,0.0,0.0
13.8565,0.000394929,0.00118208,9.16565,0.0136007,0.00818917,2331.90,2332.570,0.0,0.0
13.9483,0.000366487,0.00114448,9.19192,0.0130788,0.00801785,2291.170,2293.390,0.0,0.0
14.0403,0.000337667,0.00110756,9.21691,0.0126235,0.0078509,2278.30,2279.980,0.0,0.0
14.1325,0.000308449,0.00107372,9.2421,0.0122184,0.00769033,2296.90,22980,0.0,0.0
14.2251,0.000279106,0.00104091,9.27031,0.0118697,0.0075318,2325.940,2328.620,0.0,0.0
14.3179,0.000249738,0.00101083,9.3035,0.0115361,0.00737801,2349.170,2349.470,0.0,0.0
14.4111,0.000220421,0.000982072,9.32038,0.0112838,0.00722633,2399.720,2402.80,0.0,0.0
14.5044,0.000191522,0.00095464,9.34047,0.011,0.00707878,2380.560,2380.770,0.0,0.0
14.5979,0.000163092,0.000928373,9.36031,0.0107377,0.00693407,2342.340,2344.960,0.0,0.0
14.6916,0.000135347,0.000902308,9.37947,0.010485,0.00679268,2323.880,2324.750,0.0,0.0
14.7854,0.000108125,0.000877803,9.39898,0.010262,0.0066558,2330.180,2331.750,0.0,0.0
14.8795,8.15748e-05,0.000853167,9.42076,0.0100565,0.00652206,2351.470,2353.380,0.0,0.0
14.9738,5.55841e-05,0.000830123,9.44638,0.0098507,0.00639289,2373.830,2374.340,0.0,0.0
15.0683,3.01913e-05,0.000807194,9.45896,0.00969505,0.00626565,2423.680,2426.390,0.0,0.0
15.163,5.56192e-06,0.000785189,9.47457,0.00949707,0.00614261,2411.470,2411.480,0.0,0.0
15.2579,-1.82568e-05,0.00076342,9.49047,0.00931074,0.00602293,2380.030,2382.790,0.0,0.0
15.3528,-4.11244e-05,0.00074184,9.50645,0.00912005,0.00590758,2363.150,2363.490,0.0,0.0
15.4479,-6.31802e-05,0.000721152,9.52315,0.00895776,0.00579595,2365.140,2367.170,0.0,0.0
15.5432,-8.42667e-05,0.000700303,9.54191,0.00880258,0.00568743,2382.420,2383.730,0.0,0.0
15.6387,-0.000104526,0.000680661,9.56394,0.00865179,0.0055832,2400.710,2401.660,0.0,0.0
15.7344,-0.000123871,0.000660867,9.57505,0.00853972,0.00548201,2447.610,2449.910,0.0,0.0
15.8303,-0.00014223,0.000641924,9.58884,0.00838872,0.00538566,2437.680,2437.80,0.0,0.0
15.9262,-0.000159519,0.000622824,9.60288,0.00824401,0.00529223,2410.270,24130,0.0,0.0
16.0223,-0.000175694,0.000604047,9.61699,0.00808643,0.0052033,2394.820,2394.870,0.0,0.0
16.1185,-0.000190892,0.000585725,9.63172,0.00795175,0.00511802,2393.730,2396.050,0.0,0.0
16.2149,-0.000205025,0.000567405,9.64806,0.00781162,0.00503652,2406.440,2407.20,0.0,0.0
